customer_id,gender,region,branch,marital_status,employment_status,account_type,account_open_date,last_transaction_date,months_active,account_balance_ksh,monthly_income_ksh,credit_score,num_transactions_30d,num_products_held,loan_type,loan_amount_ksh,loan_outstanding_ksh,monthly_repayment_ksh,churn_label,days_since_last_txn,account_age_months,loan_to_income_ratio,repayment_burden,balance_to_income_ratio,has_loan
CUS00649,Male,Thika,Westlands,Married,Employed,Savings,2021-06-08,2022-11-08,40,233506.35,7984.45,570.0,18,2,Business,0.0,0.0,0.0,1,785,42.80551905387647,0.0,0.0,29.245138988909694,0
CUS00650,Male,Nakuru,Market Branch,Widowed,Self-Employed,Joint,2022-08-09,2022-08-09,23,103505.46,54046.36,635.0,17,1,Business,468060.72,134640.21,7981.07,0,876,28.777923784494085,29.894381786303462,0.14767081446373076,1.9151236086944616,1
CUS00651,Male,Nakuru,Town Centre,Single,Self-Employed,Joint,2022-04-26,2023-09-14,7,13639.81,39171.51,663.0,21,2,No Loan,1752480.38,1108283.27,65628.09,0,475,32.22733245729303,339.5171449862413,1.6754036288108372,0.3482074089050945,1
CUS00652,Female,Nyeri,CBD Branch,Divorced,Employed,Fixed Deposit,2022-07-11,2024-10-14,36,115538.75,77954.66,446.0,11,5,Personal,2193171.12,1600608.19,41773.0,0,79,29.730617608409986,246.39063630063936,0.5358627694611201,1.4821275597892416,1
CUS00653,Male,Mombasa,Town Centre,Married,Employed,Fixed Deposit,2022-11-19,2023-09-08,6,132588.46,13770.63,619.0,22,2,No Loan,0.0,0.0,0.0,0,481,25.427069645203677,0.0,0.0,9.628351063095879,0
CUS00654,Female,Nairobi,CBD Branch,Married,Employed,Joint,2022-10-17,2023-09-09,2,205232.5,157635.2,617.0,24,3,No Loan,1090129.56,802082.2,41464.77,0,480,26.511169513797633,61.058611274639155,0.2630425818598891,1.3019458851830048,1
CUS00655,Female,Eldoret,Airport Road,Divorced,Unemployed,Savings,2024-01-12,2024-01-12,45,84755.2,47470.26,597.0,19,3,No Loan,0.0,0.0,0.0,0,355,11.662286465177397,0.0,0.0,1.785437872048731,0
CUS00656,Male,Thika,Industrial Area,Single,Employed,Savings,2021-06-15,2024-04-24,32,20472.7,199134.1,723.0,22,4,Business,141233.58,136760.05,8273.74,0,252,42.57555847568988,8.241283637508593,0.041548584597012765,0.10280860987646014,1
CUS00657,Female,Nairobi,Westlands,Married,Employed,Savings,2021-10-11,2021-10-11,44,50064.33,50469.38,653.0,17,2,Mortgage,0.0,0.0,0.0,0,1178,38.69908015768725,0.0,0.0,0.9919743416701375,0
CUS00658,Male,Eldoret,Town Centre,Widowed,Unemployed,Current,2021-11-05,2024-08-18,5,67667.22,25731.13,724.0,26,1,Business,72648.96,64710.71,1219.93,0,136,37.877792378449406,30.178562698179206,0.04741066560232683,2.6297803477733,1
CUS00659,Male,Nyeri,Airport Road,Single,Business Owner,Joint,2022-04-19,2023-04-22,19,155733.69,12236.14,602.0,25,5,No Loan,106043.97,12685.65,267.59,1,620,32.45729303547963,12.440835099957994,0.021868824645680743,12.727354378096361,1
CUS00660,Female,Nakuru,Westlands,Divorced,Employed,Current,2023-02-24,2023-02-24,2,126867.26,300.17,694.0,25,5,Personal,272836.74,98052.8,3251.3,0,677,22.24047306176084,3919.890728587134,10.83152880034647,422.65136422693803,1
CUS00661,Female,Nyeri,Town Centre,Single,Business Owner,Current,2024-11-22,2024-11-22,43,66031.01,60769.88,750.0,21,1,Education,445292.35,64028.68,1072.47,0,40,1.314060446780552,12.643502998524927,0.017648051962584097,1.0865746320381082,1
CUS00662,Male,Thika,Airport Road,Married,Employed,Joint,2021-11-09,2021-11-09,23,645929.37,54046.36,724.0,21,5,No Loan,462939.8,317615.39,7248.04,0,1149,37.746386333771355,70.52065448996011,0.1341078289083668,11.951394506494054,1
CUS00663,Male,Nyeri,Town Centre,Single,Employed,Current,2024-12-17,2024-12-17,40,139624.95,39770.62,532.0,21,1,Personal,0.0,0.0,0.0,0,15,0.49277266754270693,0.0,0.0,3.51075618132179,0
CUS00664,Male,Thika,Airport Road,Single,Self-Employed,Current,2022-03-15,2024-03-20,4,40619.18,54046.36,599.0,21,1,Personal,0.0,0.0,0.0,0,287,33.60709592641261,0.0,0.0,0.7515618073076522,0
CUS00665,Male,Mombasa,Industrial Area,Single,Employed,Business,2021-05-12,2024-04-28,4,16101.45,25802.41,592.0,21,4,No Loan,0.0,0.0,0.0,0,248,43.69250985545335,0.0,0.0,0.6240289182289561,0
CUS00666,Male,Nyeri,Market Branch,Divorced,Unemployed,Joint,2023-04-30,2023-04-30,11,24883.24,15411.5,617.0,16,2,No Loan,0.0,0.0,0.0,0,612,20.105124835742444,0.0,0.0,1.6145891055380723,0
CUS00667,Female,Thika,Main Branch,Married,Employed,Fixed Deposit,2023-04-15,2023-04-15,46,42346.03,119233.47,674.0,26,3,Mortgage,284838.41,211720.28,5732.66,0,627,20.59789750328515,21.308139065314464,0.04807928512019318,0.3551522068425921,1
CUS00668,Female,Nairobi,Westlands,Single,Employed,Fixed Deposit,2022-11-09,2024-07-13,41,26274.73,234682.48,552.0,24,3,No Loan,606165.68,530898.97,17929.59,0,172,25.755584756898816,27.146413486000316,0.07639935456622071,0.11195863449201661,1
CUS00669,Male,Nairobi,Airport Road,Married,Employed,Savings,2024-01-17,2024-01-17,20,30973.76,8468.0,625.0,25,2,No Loan,0.0,0.0,0.0,0,350,11.498028909329829,0.0,0.0,3.6577420878601794,0
CUS00670,Male,Eldoret,Airport Road,Single,Employed,Savings,2023-08-13,2023-08-13,14,50340.88,13529.4,458.0,19,5,Mortgage,240873.77,30704.61,761.32,1,507,16.655716162943495,27.233677768415454,0.05627152719263235,3.720850887696424,1
CUS00671,Female,Thika,CBD Branch,Divorced,Employed,Fixed Deposit,2023-05-02,2024-03-18,35,28560.37,257535.38,735.0,20,1,Auto,267426.19,233229.76,5525.62,0,289,20.039421813403415,10.867466520522346,0.021455770465401685,0.11089882096976345,1
CUS00672,Male,Kisumu,Main Branch,Single,Business Owner,Savings,2021-05-08,2021-10-28,45,340612.72,3081.32,579.0,21,3,No Loan,0.0,0.0,0.0,1,1161,43.823915900131404,0.0,0.0,110.54117066711667,0
CUS00673,Male,Thika,CBD Branch,Single,Employed,Current,2022-02-28,2022-02-28,14,12545.36,304011.12,624.0,22,4,No Loan,134191.42,59125.57,1814.84,0,1038,34.09986859395532,2.3338187103155965,0.005969650057537369,0.0412661221076387,1
CUS00674,Female,Nairobi,Market Branch,Widowed,Employed,Fixed Deposit,2023-05-11,2023-05-11,3,111511.85,372.42,595.0,21,5,Business,0.0,0.0,0.0,0,601,19.743758212877793,0.0,0.0,299.4249771763063,0
CUS00675,Male,Nakuru,Main Branch,Married,Self-Employed,Fixed Deposit,2023-03-09,2023-03-09,15,79245.83,165507.77,711.0,24,4,Education,579872.92,308398.55,5898.35,0,664,21.81340341655716,22.360174389395738,0.0356379038881377,0.47880428816121445,1
CUS00676,Male,Eldoret,Industrial Area,Divorced,Retired,Savings,2024-04-11,2024-04-11,21,605796.32,29375.57,392.0,25,3,No Loan,677333.33,596318.56,12264.98,0,265,8.705650459921156,243.59774874155636,0.41752313231709204,20.622453283459688,1
CUS00677,Male,Nairobi,Industrial Area,Married,Employed,Savings,2024-11-25,2024-11-25,2,17824.1,223213.12,618.0,20,2,Auto,754510.51,246614.34,13936.57,0,37,1.2155059132720105,13.258056157272474,0.062436159666600245,0.07985238502109553,1
CUS00678,Male,Kisumu,CBD Branch,Widowed,Retired,Current,2021-02-10,2023-04-11,21,76088.7,30494.43,611.0,19,2,Mortgage,0.0,0.0,0.0,0,631,46.681997371879106,0.0,0.0,2.4951671501975934,0
CUS00679,Female,Nairobi,CBD Branch,Widowed,Retired,Current,2024-03-25,2024-05-12,10,523358.95,84976.18,583.0,20,4,Education,723311.0,635192.0,47832.27,0,234,9.264126149802891,89.69930161605288,0.5628903299724699,6.158890056013345,1
CUS00680,Male,Thika,Market Branch,Single,Retired,Business,2023-02-19,2024-02-29,27,300936.61,6673.36,758.0,22,5,Mortgage,3268.82,404.23,32.65,1,307,22.404730617608408,0.7268842082549121,0.004892587841806826,45.095215903233154,1
CUS00681,Male,Eldoret,Main Branch,Married,Business Owner,Fixed Deposit,2023-09-04,2024-07-29,47,254799.46,22200.57,549.0,24,3,No Loan,324134.65,298170.6,13094.88,0,156,15.932982917214192,161.16915917023752,0.5898443148081333,11.477158469354615,1
CUS00682,Male,Kisumu,Main Branch,Divorced,Unemployed,Current,2021-01-13,2021-02-08,19,44741.26,118864.2,681.0,18,1,Business,789707.57,296275.12,5882.28,0,1423,47.60183968462549,29.910615980253095,0.04948739822419198,0.37640652105512007,1
CUS00683,Male,Mombasa,CBD Branch,Single,Unemployed,Current,2022-12-22,2024-09-17,12,28109.93,60178.43,648.0,25,2,Personal,497186.57,277132.01,4999.87,1,106,24.342969776609724,55.262061838436125,0.08308408843500902,0.4671097268572809,1
CUS00684,Male,Nairobi,CBD Branch,Single,Unemployed,Current,2022-09-04,2022-09-04,16,165683.94,210452.76,720.0,16,4,No Loan,321287.04,70383.06,2284.8,0,850,27.92378449408673,4.013236604737329,0.01085659318509294,0.787273780586199,1
CUS00685,Female,Kisumu,Airport Road,Divorced,Employed,Current,2023-03-10,2023-03-10,8,397557.76,44794.46,566.0,23,3,Education,517314.78,471806.33,12087.21,0,663,21.780551905387647,126.39232530094125,0.26983716289916204,8.87515465082066,1
CUS00686,Male,Nyeri,Westlands,Widowed,Employed,Fixed Deposit,2023-05-09,2023-05-09,37,122047.56,163102.28,561.0,29,5,Education,1187287.67,919972.94,20047.12,0,603,19.80946123521682,67.68559752812774,0.12291134127616118,0.7482884972546061,1
CUS00687,Female,Nakuru,CBD Branch,Single,Unemployed,Savings,2024-01-08,2024-01-08,25,127159.13,47675.17,707.0,21,1,Auto,417795.43,389276.73,6741.78,0,359,11.793692509855452,97.98225701135412,0.14141071757059281,2.667198250158311,1
CUS00688,Male,Eldoret,Main Branch,Single,Employed,Savings,2024-01-24,2024-05-27,24,49271.25,310010.09,654.0,18,1,Education,804184.72,574916.6,10299.34,0,219,11.268068331143231,22.254111793587104,0.03322259607743735,0.15893434307251095,1
CUS00689,Male,Kisumu,Airport Road,Divorced,Business Owner,Joint,2024-05-20,2024-05-20,47,220121.06,257179.51,496.0,31,2,No Loan,1974933.19,525775.4,35657.32,0,226,7.424441524310118,24.532688471177195,0.13864759288171907,0.8559043447901429,1
CUS00690,Male,Eldoret,Town Centre,Divorced,Retired,Savings,2022-03-28,2023-09-14,40,31061.7,31935.19,576.0,21,1,Education,611353.94,230749.62,9649.97,0,475,33.18002628120893,86.7067156951313,0.30217355838496657,0.9726480412360159,1
CUS00691,Female,Thika,Industrial Area,Single,Employed,Savings,2023-09-27,2023-09-27,18,58663.17,173671.0,650.0,21,3,Mortgage,425867.24,229186.3,15961.23,0,462,15.177398160315374,15.835894305900236,0.09190498125766536,0.3377833374599098,1
CUS00692,Female,Thika,Industrial Area,Single,Retired,Joint,2022-03-26,2022-03-26,21,83121.68,150505.7,687.0,25,2,Business,0.0,0.0,0.0,0,1012,33.24572930354796,0.0,0.0,0.5522826045790956,0
CUS00693,Female,Nyeri,Industrial Area,Single,Employed,Business,2022-07-13,2023-04-22,8,106272.74,18926.72,565.0,11,2,Auto,0.0,0.0,0.0,0,620,29.664914586070957,0.0,0.0,5.614958112129307,0
CUS00694,Male,Mombasa,Airport Road,Widowed,Unemployed,Business,2023-06-12,2024-05-15,19,41641.89,78315.1,386.0,31,2,No Loan,416713.77,185669.45,6928.58,1,231,18.69250985545335,28.449601673240537,0.08847055037917335,0.5317223626095094,1
CUS00695,Female,Eldoret,Market Branch,Married,Employed,Joint,2023-09-22,2023-09-22,30,18297.49,54046.36,661.0,21,3,Mortgage,0.0,0.0,0.0,0,467,15.341655716162943,0.0,0.0,0.3385517544567294,0
CUS00696,Male,Mombasa,CBD Branch,Divorced,Self-Employed,Joint,2021-03-01,2024-04-08,27,141479.95,144978.55,522.0,21,4,Auto,0.0,0.0,0.0,0,268,46.057818659658345,0.0,0.0,0.9758681542890312,0
CUS00697,Female,Thika,Westlands,Single,Business Owner,Fixed Deposit,2023-03-08,2023-03-08,36,51084.51,15345.73,617.0,23,1,Auto,1610166.89,381829.59,6372.08,1,665,21.846254927726676,298.58176052882465,0.4152347265330486,3.3289071292144463,1
CUS00698,Female,Nairobi,Market Branch,Single,Self-Employed,Joint,2022-11-20,2024-06-30,36,130567.96,5875.77,393.0,15,1,Business,158585.48,138990.44,11564.05,0,185,25.394218134034166,283.858163270516,1.9680909906276112,22.22142119245648,1
CUS00699,Female,Nairobi,Market Branch,Widowed,Self-Employed,Fixed Deposit,2024-10-01,2024-10-01,26,25149.71,40895.27,685.0,19,4,Business,0.0,0.0,0.0,0,92,3.0223390275952693,0.0,0.0,0.6149784559436825,0
CUS00700,Male,Nyeri,Market Branch,Married,Business Owner,Business,2024-10-22,2024-10-22,20,98418.21,68815.92,630.0,22,2,No Loan,0.0,0.0,0.0,0,71,2.3324572930354797,0.0,0.0,1.4301663045411586,0
CUS00701,Male,Nairobi,Market Branch,Single,Employed,Fixed Deposit,2023-04-09,2023-04-09,41,114082.09,54046.36,601.0,22,5,No Loan,332754.81,121184.15,9163.7,0,633,20.795006570302235,26.906711201272387,0.1695525841148229,2.1108191189933976,1
CUS00702,Female,Nakuru,Industrial Area,Divorced,Business Owner,Savings,2021-12-05,2021-12-10,14,7982.2,292722.43,731.0,20,3,Personal,0.0,0.0,0.0,0,1118,36.892247043363994,0.0,0.0,0.027268836214566817,0
CUS00703,Male,Nairobi,CBD Branch,Single,Employed,Savings,2023-08-16,2024-11-05,33,61557.54,46313.01,670.0,18,2,Mortgage,175641.37,21853.28,1503.7,0,57,16.557161629434955,5.662325985721938,0.032468198460864454,1.3291630148850182,1
CUS00704,Female,Nakuru,Industrial Area,Widowed,Employed,Joint,2021-09-19,2022-12-03,9,21652.4,4988.08,749.0,12,2,Business,0.0,0.0,0.0,0,760,39.42181340341656,0.0,0.0,4.340828535227984,0
CUS00705,Female,Nakuru,Industrial Area,Single,Employed,Business,2024-06-28,2024-06-28,23,9820.84,110621.03,508.0,25,2,Auto,367250.89,305592.15,21041.53,0,187,6.14323258869908,33.150168643340244,0.19021274706988353,0.08877914081978806,1
CUS00706,Female,Mombasa,Industrial Area,Divorced,Employed,Joint,2023-12-30,2024-05-06,45,690180.2,66624.61,617.0,28,1,No Loan,376230.61,69424.39,2876.99,0,240,12.089356110381077,12.504278524106933,0.0431820914223738,10.35923812537139,1
CUS00707,Female,Nairobi,Main Branch,Married,Retired,Business,2021-02-25,2024-04-24,30,58369.5,47520.83,617.0,34,1,Auto,797688.05,797335.4,15221.76,0,252,46.1892247043364,201.34380649496228,0.32031763754968084,1.2282929401696057,1
CUS00708,Male,Nakuru,Town Centre,Single,Employed,Fixed Deposit,2023-03-18,2023-03-18,42,249010.59,29600.37,601.0,31,5,Auto,0.0,0.0,0.0,0,655,21.517739816031536,0.0,0.0,8.412414777247717,0
CUS00709,Male,Eldoret,Airport Road,Divorced,Employed,Savings,2024-04-27,2024-04-27,28,44083.33,55836.46,600.0,23,3,No Loan,28444.29,24699.76,774.35,0,249,8.180026281208935,5.308307869087689,0.013868178605878669,0.7895079666583448,1
CUS00710,Female,Mombasa,Airport Road,Widowed,Self-Employed,Current,2024-03-01,2024-03-01,31,171621.2,33081.35,670.0,23,2,Mortgage,447863.65,71655.8,1223.69,0,306,10.052562417871222,25.992578900196037,0.03699032838744489,5.187853579131445,1
CUS00711,Female,Nyeri,Main Branch,Married,Employed,Current,2024-09-19,2024-09-19,26,214209.93,113179.41,623.0,21,1,No Loan,0.0,0.0,0.0,0,104,3.416557161629435,0.0,0.0,1.8926581257138555,0
CUS00712,Male,Nairobi,Market Branch,Widowed,Employed,Fixed Deposit,2021-02-25,2021-09-28,36,135816.99,62802.35,669.0,26,4,Education,2127304.22,1494826.91,46771.68,1,1191,46.1892247043364,285.6250270889545,0.7447441059132341,2.1626099978742834,1
CUS00713,Male,Thika,Market Branch,Divorced,Business Owner,Current,2021-06-21,2021-08-11,47,95678.5,167546.73,676.0,24,1,Personal,1428770.25,279739.42,5535.62,1,1239,42.3784494086728,20.035443484931037,0.03303926015148132,0.5710556093813349,1
CUS00714,Male,Nyeri,Industrial Area,Single,Employed,Business,2024-08-09,2024-08-09,36,79613.67,62741.02,792.0,17,2,Auto,623180.59,336525.34,12856.37,0,145,4.763469119579501,64.3646545752683,0.20491171485576742,1.2689253378411764,1
CUS00715,Female,Nakuru,Airport Road,Widowed,Employed,Fixed Deposit,2023-05-28,2023-05-28,11,64356.5,21772.25,594.0,27,2,Personal,0.0,0.0,0.0,0,584,19.185282522996058,0.0,0.0,2.9558956929118487,0
CUS00716,Male,Nyeri,Airport Road,Single,Employed,Current,2021-10-05,2023-12-07,12,397883.41,152354.07,544.0,14,1,Education,0.0,0.0,0.0,1,391,38.89618922470434,0.0,0.0,2.6115705999846277,0
CUS00717,Female,Nakuru,Airport Road,Single,Employed,Current,2023-08-04,2023-10-30,45,266341.06,65174.41,639.0,19,4,Personal,242397.49,89745.94,2919.19,1,429,16.95137976346912,16.5241431414569,0.04479043231845137,4.086589506525644,1
CUS00718,Male,Nyeri,Industrial Area,Divorced,Employed,Savings,2022-01-08,2024-11-02,2,502976.46,18538.53,555.0,18,4,Mortgage,439885.78,426868.03,23043.97,0,60,35.775295663600524,276.3118952797229,1.2430311356941464,27.13141009562247,1
CUS00719,Female,Nyeri,Industrial Area,Single,Employed,Business,2021-04-13,2023-05-10,40,19909.28,78148.64,738.0,29,2,Mortgage,645856.58,232368.63,15273.06,0,602,44.645203679369246,35.681024775351176,0.19543603062062245,0.25476169514914143,1
CUS00720,Male,Mombasa,Airport Road,Married,Retired,Current,2022-06-17,2022-06-17,4,196882.7,35418.07,597.0,26,1,No Loan,504476.6,147349.3,2957.84,0,929,30.519053876478317,49.92343173978706,0.08351217330588595,5.55882068108172,1
CUS00721,Female,Nyeri,Westlands,Single,Employed,Savings,2023-02-16,2024-05-25,32,417919.09,148840.22,574.0,20,3,No Loan,0.0,0.0,0.0,0,221,22.503285151116952,0.0,0.0,2.807837088657891,0
CUS00722,Female,Mombasa,CBD Branch,Married,Employed,Savings,2022-11-02,2022-11-02,41,29993.37,48308.37,582.0,23,3,No Loan,280316.59,197304.26,6211.12,0,791,25.985545335085412,49.01119868047711,0.12857233642948415,0.6208731530374549,1
CUS00723,Male,Nyeri,CBD Branch,Widowed,Employed,Current,2022-03-10,2022-03-10,34,10321.55,103699.14,677.0,21,2,Auto,0.0,0.0,0.0,0,1028,33.77135348226018,0.0,0.0,0.09953361233275415,0
CUS00724,Female,Mombasa,Industrial Area,Divorced,Employed,Joint,2023-07-21,2023-09-02,5,202708.97,54046.36,607.0,16,4,Personal,77591.34,60429.88,1905.04,0,487,17.41130091984231,13.417343184628898,0.0352482572369351,3.7506498124943106,1
CUS00725,Female,Nyeri,Westlands,Single,Retired,Current,2022-11-01,2024-06-13,5,128164.07,40337.71,568.0,23,3,Business,88718.54,11812.81,256.28,0,202,26.018396846254927,3.5141737099106516,0.0063533601684379205,3.1772767963278037,1
CUS00726,Male,Thika,Town Centre,Divorced,Employed,Savings,2022-11-23,2024-05-13,4,276611.57,327107.67,753.0,31,1,Education,88865.34,40379.02,725.75,0,233,25.29566360052562,1.4813111536027264,0.002218688421460738,0.8456285051341047,1
CUS00727,Female,Nairobi,Westlands,Divorced,Employed,Savings,2023-02-16,2023-02-16,41,22583.74,132212.81,551.0,26,5,Mortgage,1107584.62,882260.12,16851.71,0,685,22.503285151116952,80.07636657900244,0.1274589807145011,0.17081355429931488,1
CUS00728,Female,Nakuru,Westlands,Divorced,Unemployed,Current,2022-07-24,2023-12-25,12,237907.52,13942.63,622.0,21,5,Mortgage,0.0,0.0,0.0,0,373,29.303547963206306,0.0,0.0,17.06331732248507,0
CUS00729,Female,Eldoret,Main Branch,Married,Employed,Joint,2023-05-14,2023-10-28,35,33776.97,26032.27,672.0,20,4,Education,808504.18,519043.6,11619.37,0,431,19.64520367936925,239.26162413035817,0.44634486350978997,1.2975038289015903,1
CUS00730,Male,Thika,Main Branch,Widowed,Retired,Fixed Deposit,2022-06-01,2022-06-01,37,26807.28,32016.22,489.0,24,5,No Loan,0.0,0.0,0.0,0,945,31.044678055190538,0.0,0.0,0.8373030919952449,0
CUS00731,Female,Nyeri,Airport Road,Widowed,Business Owner,Joint,2021-06-17,2021-07-10,34,26916.7,84069.37,658.0,26,1,Business,0.0,0.0,0.0,0,1271,42.50985545335085,0.0,0.0,0.3201724956425866,0
CUS00732,Female,Eldoret,Westlands,Single,Self-Employed,Joint,2023-08-22,2023-09-15,45,252765.49,113173.78,535.0,33,2,Business,0.0,0.0,0.0,0,474,16.36005256241787,0.0,0.0,2.233428007794738,0
CUS00733,Female,Eldoret,CBD Branch,Married,Business Owner,Joint,2021-02-09,2024-09-12,28,164132.05,110752.21,685.0,22,2,Auto,440868.85,341093.21,10377.79,0,111,46.71484888304862,36.957443287136215,0.0937027802876349,1.4819753935384221,1
CUS00734,Female,Mombasa,Market Branch,Single,Unemployed,Current,2024-01-10,2024-01-10,7,111056.39,57047.43,542.0,25,1,Education,0.0,0.0,0.0,0,357,11.727989487516425,0.0,0.0,1.946737828505158,0
CUS00735,Female,Mombasa,Town Centre,Single,Employed,Fixed Deposit,2021-04-17,2024-05-20,40,66669.21,133204.73,675.0,15,2,No Loan,167100.45,44642.22,3227.25,0,226,44.513797634691194,4.021678809753977,0.024227743264071778,0.500501821519401,1
CUS00736,Male,Thika,Market Branch,Single,Employed,Joint,2022-12-18,2024-01-10,11,314580.4,45969.15,708.0,22,1,No Loan,1265663.54,601522.52,14944.69,0,357,24.47437582128778,157.02422689999707,0.32510259598013014,6.843293817701655,1
CUS00737,Male,Thika,Main Branch,Single,Unemployed,Joint,2022-04-05,2022-04-05,44,74746.91,10580.23,688.0,20,1,Business,278560.39,143844.0,2689.04,0,1002,32.91721419185282,163.14654785387464,0.2541570457353007,7.064771748818315,1
CUS00738,Female,Mombasa,Industrial Area,Married,Employed,Business,2024-08-24,2024-10-21,32,254412.4,54046.36,640.0,30,5,No Loan,0.0,0.0,0.0,0,72,4.270696452036794,0.0,0.0,4.707299437001863,0
CUS00739,Male,Nairobi,Market Branch,Divorced,Self-Employed,Joint,2021-05-21,2024-08-22,32,86741.23,243428.23,601.0,26,5,Business,0.0,0.0,0.0,0,132,43.39684625492772,0.0,0.0,0.3563318436814004,0
CUS00740,Male,Thika,Industrial Area,Divorced,Employed,Business,2024-08-27,2024-08-27,31,70967.93,126000.47,617.0,23,4,Mortgage,237759.88,176397.68,5174.64,0,127,4.1721419185282524,16.79971638201032,0.04106841823685261,0.5632354387249507,1
CUS00741,Male,Nyeri,Westlands,Widowed,Employed,Fixed Deposit,2021-03-24,2023-12-06,20,93174.16,69152.93,737.0,18,5,Personal,126337.11,54620.83,1242.43,0,392,45.302233902759525,9.478267370594422,0.017966411546119596,1.34736387886963,1
CUS00742,Female,Thika,Market Branch,Married,Self-Employed,Joint,2021-03-05,2023-05-12,6,53796.79,83258.95,564.0,19,2,Education,0.0,0.0,0.0,0,600,45.926412614980286,0.0,0.0,0.6461382229778301,0
CUS00743,Male,Nakuru,Town Centre,Single,Unemployed,Savings,2022-05-22,2023-01-29,18,206516.6,213385.71,537.0,15,5,No Loan,633353.41,236261.3,16048.89,0,703,31.373193166885674,13.286436097337539,0.07521070647139398,0.9678089502806914,1
CUS00744,Female,Nyeri,Town Centre,Single,Employed,Current,2022-02-13,2022-02-13,21,104790.42,44737.26,673.0,24,1,Education,160712.57,67220.4,1820.98,0,1053,34.59264126149803,18.03071533661203,0.04070387860141636,2.3423522137922617,1
CUS00745,Male,Eldoret,Airport Road,Single,Employed,Savings,2021-02-11,2024-11-29,3,39636.38,32204.84,556.0,23,5,No Loan,777974.27,507565.24,9894.43,0,33,46.64914586070959,189.12632014318342,0.3072342542301095,1.2307584822653985,1
CUS00746,Female,Nakuru,Westlands,Single,Business Owner,Joint,2024-06-26,2024-06-26,41,344750.98,302625.55,543.0,29,2,Mortgage,963910.57,521904.74,38119.51,1,189,6.2089356110381075,20.69506979830355,0.125962629394643,1.1391998461465003,1
CUS00747,Female,Eldoret,Industrial Area,Divorced,Self-Employed,Joint,2021-11-09,2023-05-29,28,72649.76,159281.13,504.0,25,4,No Loan,1267101.58,951254.55,33064.42,1,583,37.746386333771355,71.66608247945001,0.207585292746228,0.4561102749584963,1
CUS00748,Female,Nakuru,Industrial Area,Divorced,Retired,Business,2022-05-04,2022-05-04,28,117642.36,31211.87,581.0,25,3,Auto,87898.89,53133.54,1211.75,0,973,31.964520367936924,20.42820503865997,0.03882337072402262,3.769154491544403,1
CUS00749,Female,Mombasa,Airport Road,Married,Business Owner,Fixed Deposit,2021-09-16,2023-09-15,32,355424.34,49856.95,613.0,24,1,Mortgage,181147.99,149124.05,8159.73,0,474,39.5203679369251,35.89246032900127,0.16366283938347612,7.1288825329267045,1
CUS00750,Female,Nairobi,Market Branch,Divorced,Employed,Savings,2023-08-28,2023-08-28,39,146819.9,42902.16,639.0,16,2,No Loan,984319.98,491242.01,21060.35,0,492,16.16294349540079,137.403434232682,0.490892533149846,3.4222029846515882,1
CUS00751,Female,Eldoret,Main Branch,Divorced,Employed,Joint,2024-10-03,2024-10-03,24,18647.19,12916.45,696.0,29,2,Auto,110660.23,59970.13,1590.57,0,90,2.9566360052562417,55.71511986652679,0.12314296884980006,1.4436776358829244,1
CUS00752,Female,Kisumu,Airport Road,Widowed,Self-Employed,Current,2021-08-23,2024-04-21,7,421592.5,253263.45,617.0,30,3,No Loan,0.0,0.0,0.0,0,255,40.30880420499343,0.0,0.0,1.6646401207912156,0
CUS00753,Male,Eldoret,CBD Branch,Married,Self-Employed,Current,2024-03-01,2024-11-27,19,148211.54,41443.12,617.0,16,4,Personal,1023302.54,306089.8,11867.42,0,35,10.052562417871222,88.62936960344683,0.28635440574937404,3.576264045757173,1
CUS00754,Male,Thika,Town Centre,Single,Employed,Fixed Deposit,2022-03-23,2024-03-25,1,61173.95,166566.21,604.0,20,1,Mortgage,0.0,0.0,0.0,0,282,33.3442838370565,0.0,0.0,0.36726506534548636,0
CUS00755,Female,Nairobi,Industrial Area,Single,Retired,Savings,2023-08-11,2023-08-11,33,22496.52,16794.13,660.0,26,4,Education,0.0,0.0,0.0,0,509,16.72141918528252,0.0,0.0,1.3395466153947837,0
CUS00756,Female,Nakuru,Market Branch,Married,Employed,Business,2024-12-03,2024-12-03,33,237000.21,63502.99,721.0,36,3,No Loan,295596.85,37241.85,676.2,0,29,0.9526938239159001,7.037498549280908,0.010648317504419871,3.7321110391809897,1
CUS00757,Male,Eldoret,CBD Branch,Single,Employed,Business,2022-06-09,2022-06-09,11,145166.33,1940.25,630.0,23,1,Business,942841.49,465079.47,30100.84,0,937,30.781865965834427,2876.4095554696555,15.513897693596187,74.81836361293647,1
CUS00758,Female,Nyeri,Industrial Area,Divorced,Employed,Business,2023-01-26,2023-01-26,23,114362.08,115588.65,582.0,30,5,Personal,206163.41,131731.19,3362.63,0,706,23.19316688567674,13.675860735461484,0.02909135109718818,0.9893884909980349,1
CUS00759,Male,Nyeri,Market Branch,Single,Unemployed,Business,2021-12-10,2023-09-05,45,336495.5,69574.31,540.0,24,4,Mortgage,1114109.48,1081396.97,20553.51,0,484,36.727989487516425,186.51659843985516,0.295418093258848,4.836490652943594,1
CUS00760,Female,Nakuru,Industrial Area,Single,Employed,Current,2024-05-25,2024-05-25,28,233098.5,78592.22,504.0,28,5,No Loan,479780.7,426676.13,7179.52,0,221,7.260183968462549,65.14784236913017,0.0913515358135958,2.9659233445753284,1
